path,match_families,deletion_phase,replacement_owner,absence_gate,status,disposition,disposition_basis
crates/worth-store-buffer-pool/src/record_view.rs,legacy-record-view;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/access/record_chunk_view.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/entry_denials.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/admission/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/entry_tests.rs,legacy-frame-table;legacy-s2-module-closure;snapshot-residency-authority,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/admission/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/mod.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_bytes.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_denials.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/denial.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_dirty_table.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool/dirty_transition.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_eviction_table.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool/eviction/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_identity.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool/frame_table.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_lease_table.rs,legacy-frame-table;legacy-record-view;legacy-s2-module-closure,phase-8,physical_residency/lease/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_record.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/pool/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_report.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/observation.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_request.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/frame_access/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_source.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,physical_residency/pool/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_table.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_table/open.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,physical_residency/pool_ownership.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency/resident_frame_tests.rs,legacy-frame-table;legacy-s2-module-closure;snapshot-residency-authority,phase-8,physical_residency/tests/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/residency_vocabulary.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_admission.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_budget.rs,legacy-frame-table;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_counters.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/residency_observation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_denials.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/failure.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_honesty_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_plan.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/intent.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_request.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/intent.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/speculative_work/speculative_work_tests.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/streaming_allocation/evidence_handoff.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-buffer-pool/src/streaming_allocation/mod.rs,legacy-buffer-pool-predecessor;legacy-s2-module-closure,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/scoped_allocation/,source-and-metadata-absence,deleted-phase-8,delete,Delete legacy S.2 crate path; Store-owned runtime carries any surviving responsibility
crates/worth-store-certification/Cargo.toml,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/Cargo.toml,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/blobs/chunk_integrity_without_blob_lifecycle_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/blobs/chunk_integrity_without_blob_lifecycle_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/cross_cutting/receipt_authority_compile_fail_proofs.md,legacy-frame-table,phase-8,workspace:crates/worth-store/tests/physical_runtime_authority/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/foundational/canonical_basis_source_registry.rs,legacy-page-publication-authority,phase-8,workspace:crates/worth-store-certification/src/courtroom/foundational/canonical_basis_source_registry.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical registry; remove stale page-publication owner rows
crates/worth-store-certification/src/courtroom/foundational/foundational_boundary_performance.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/foundational/foundational_boundary_performance.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/harness/test_support/bounded_memory_closeout_test_support.rs,legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/harness/test_support/dirty_publication_evidence_test_support.rs,legacy-frame-table;snapshot-residency-authority,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/clean_to_dirty.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/harness/test_support/recovery_memory_allocation_test_support.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/harness/test_support/recovery_memory_allocation_test_support.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/harness/test_support/record_view_evidence_test_support.rs,legacy-frame-table;legacy-record-view;snapshot-residency-authority,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/memory/bounded_memory_residency_suite.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/memory/buffer_pool_certification_bundle.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/memory/mod.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/physical_integrity/closeout/readiness_handoff.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/physical_integrity/tests/admission/physical_integrity_entry_authority_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/physical_integrity/tests/admission/scrub_execution_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/physical_integrity/tests/admission/scrub_execution_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/physical_substrate/acceptance_suite_transcript.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/courtroom/physical_substrate/mod.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/courtroom/recovery/admission_flow.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/recovery/admission_flow.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/evidence/by_substrate/buffer_pool.rs,legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/by_substrate/mod.rs,legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/evidence/cross_cutting/record_view_evidence.rs,legacy-frame-table;legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/cross_cutting/record_view_evidence_admission_tests.rs,legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/cross_cutting/record_view_evidence_conflict_tests.rs,legacy-record-view,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/clean_to_dirty.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/cross_cutting/speculative_work_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/speculation/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/cross_cutting/speculative_work_evidence_tests.rs,legacy-frame-table;snapshot-residency-authority,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/speculation.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/durability/dirty_publication_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store/src/physical_runtime/record_serving/residency/dirty/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/durability/dirty_publication_evidence_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/shutdown.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/foundational/foundational_boundary_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/evidence/foundational/performance_evidence_denial.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/foundational/foundational_boundary_evidence_tests.rs,legacy-record-view,phase-8,workspace:crates/worth-store/tests/physical_runtime_authority/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/allocation_envelope_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/pressure_limits/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/allocation_envelope_evidence_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/operation_allocation.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/eviction_protection_evidence.rs,legacy-frame-table,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/eviction_siege/forbidden_states.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/eviction_protection_evidence_tests.rs,legacy-frame-table,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/eviction_siege/forbidden_states.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/pin_lifecycle_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/pin_lease_pressure.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/pin_lifecycle_evidence_tests.rs,legacy-frame-table;snapshot-residency-authority,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/shutdown.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/resident_frame_authority_evidence.rs,legacy-frame-table,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/pool/frame_table.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/memory/resident_frame_authority_evidence_tests.rs,legacy-frame-table;snapshot-residency-authority,phase-8,workspace:crates/worth-store-buffer-pool/src/physical_residency/tests/frame_access/lifecycle.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/physical_integrity/foundational_integrity_evidence_support.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/evidence/physical_integrity/foundational_integrity_evidence_support.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/evidence/physical_integrity/protected_integrity_view_evidence.rs,legacy-record-view,phase-8,workspace:crates/worth-store-certification/src/courtroom/physical_integrity/tests/admission/physical_integrity_entry_authority_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/physical_substrate/entry_boundary_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store/tests/physical_runtime_authority/,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/scheduling/background_envelope_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/scheduling/background_pacing_tests/mod.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/evidence/scheduling/background_envelope_evidence_tests.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/src/courtroom/scheduling/background_pacing_tests/mod.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/public_api.rs,legacy-record-view,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/src/scenario/memory/bounded_memory_harness_closeout.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,delete,Legacy-only path removed; replacement owner carries any surviving responsibility
crates/worth-store-certification/src/scenario/memory/mod.rs,legacy-certification-closeout,phase-8,workspace:crates/worth-store-test-support/src/harness/physical_residency/record_chunk_world_tests.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/physical_isolation/stable_read_execution/stable_read_execution.rs,legacy-frame-table;legacy-record-view,phase-8,workspace:crates/worth-store-certification/tests/scenarios/physical_isolation/stable_read_execution/stable_read_execution.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/physical_isolation/stable_read_plan_scenarios/stable_read_plan_scenarios.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/tests/scenarios/physical_isolation/stable_read_plan_scenarios/stable_read_plan_scenarios.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/recovery/counter_contract_profile/counter_contract_profile.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/tests/scenarios/recovery/counter_contract_profile/counter_contract_profile.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/recovery/counter_runtime_envelope/counter_runtime_envelope.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/tests/scenarios/recovery/counter_runtime_envelope/counter_runtime_envelope.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/recovery/counter_strength/counter_strength.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/tests/scenarios/recovery/counter_strength/counter_strength.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/security/security_scope_propagation/security_scope_propagation.rs,legacy-record-view,phase-8,workspace:crates/worth-store-certification/tests/scenarios/security/security_scope_propagation/security_scope_propagation.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scenarios/security/stable_read_execution/security_scope.rs,legacy-record-view,phase-8,workspace:crates/worth-store-certification/tests/scenarios/security/stable_read_execution/security_scope.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/scheduler_queue_execution/secure_io_admission.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-certification/tests/scheduler_queue_execution/secure_io_admission.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-certification/tests/support/physical_isolation/stable_read_execution/support.rs,legacy-frame-table;legacy-record-view;snapshot-residency-authority,phase-8,workspace:crates/worth-store-certification/tests/support/physical_isolation/stable_read_execution/support.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-contracts/src/lib.rs,snapshot-residency-authority,phase-8,workspace:crates/worth-store-contracts/src/lib.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain the contracts facade while removing the forgeable exact-count readiness snapshot export
crates/worth-store-contracts/src/physical_substrate/mod.rs,snapshot-residency-authority,phase-8,workspace:crates/worth-store-readiness/src/physical_substrate/proof.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete the empty snapshot-only contract module; readiness proof remains owned by the readiness crate
crates/worth-store-contracts/src/physical_substrate/readiness_snapshot.rs,snapshot-residency-authority,phase-8,workspace:crates/worth-store-readiness/src/physical_substrate/proof.rs,source-and-metadata-absence,deleted-phase-8,delete,Delete the public exact-count snapshot constructor; sealed readiness remains proof-derived and non-forgeable
crates/worth-store-physical-certification/Cargo.toml,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/Cargo.toml,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/counters/evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/counters/evidence.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/counters/executed_evidence.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/counters/executed_evidence.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/counters/resource_envelope.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/counters/resource_envelope.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/harness/blob/replay.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/harness/blob/replay.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/pressure_harness/fixtures/mod.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/pressure_harness/fixtures/mod.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-certification/src/scenarios/physical_isolation/replay.rs,direct-pool-consumer,phase-8,workspace:crates/worth-store-physical-certification/src/scenarios/physical_isolation/replay.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-integrity/Cargo.toml,legacy-certification-feature;legacy-s2-feature,phase-8,workspace:crates/worth-store-physical-integrity/Cargo.toml,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-integrity/src/admission/pre_decode/protected_physical_byte_view.rs,legacy-certification-feature;legacy-record-view,phase-8,workspace:crates/worth-store-physical-integrity/src/admission/pre_decode/protected_physical_byte_view.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-integrity/src/blob_chunks/chunk_integrity_denials.rs,legacy-certification-feature,phase-8,workspace:crates/worth-store-physical-integrity/src/blob_chunks/chunk_integrity_denials.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-integrity/src/blob_chunks/chunk_integrity_request.rs,legacy-certification-feature,phase-8,workspace:crates/worth-store-physical-integrity/src/blob_chunks/chunk_integrity_request.rs,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
crates/worth-store-physical-integrity/src/physical_integrity_compile_fail_proofs.md,legacy-frame-table,phase-8,workspace:crates/worth-store-physical-integrity/src/physical_integrity_compile_fail_proofs.md,source-and-metadata-absence,deleted-phase-8,narrow,Retain canonical file; remove only the ledger-matched legacy surface
