crate,path,line,occurrence_on_line,token_occurrence_on_line,worth_occurrence_in_token,current_token,proposed_token,category,confidence,rationale,line_text
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,23,1,1,1,WORTHd_digest,forged_digest,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_digest() -> ResourcePolicyDigest {
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,29,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"handle: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,32,1,1,1,WORTHd_digest,forged_digest,forged_word_damage,high,Botched replacement of ?forged?.,"policy_decision_digest: WORTHd_digest(),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,33,1,1,1,WORTHd_host_advisory,forged_host_advisory,forged_word_damage,high,Botched replacement of ?forged?.,"host_advisory: Some(WORTHd_host_advisory()),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,34,1,1,1,WORTHd_grace_window,forged_grace_window,forged_word_damage,high,Botched replacement of ?forged?.,"grace_window: Some(WORTHd_grace_window()),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.rs,35,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.stderr,6,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"29 |         handle: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.stderr,12,1,1,1,WORTHd_digest,forged_digest,forged_word_damage,high,Botched replacement of ?forged?.,"32 |         policy_decision_digest: WORTHd_digest(),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.stderr,14,1,1,1,WORTHd_host_advisory,forged_host_advisory,forged_word_damage,high,Botched replacement of ?forged?.,"33 |         host_advisory: Some(WORTHd_host_advisory()),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.stderr,16,1,1,1,WORTHd_grace_window,forged_grace_window,forged_word_damage,high,Botched replacement of ?forged?.,"34 |         grace_window: Some(WORTHd_grace_window()),"
worth-signal,crates/worth-signal/tests/ui/cancelled_resource_request_fields_are_private.stderr,18,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"35 |         lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.rs,5,1,1,1,WORTHd_staged_effect,forged_staged_effect,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_staged_effect() -> StagedResourceCompletionEffect {
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.rs,9,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_transition() -> ResourceLifecycleTransition {
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.rs,15,1,1,1,WORTHd_staged_effect,forged_staged_effect,forged_word_damage,high,Botched replacement of ?forged?.,"staged_effect: WORTHd_staged_effect(),"
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.rs,16,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.stderr,6,1,1,1,WORTHd_staged_effect,forged_staged_effect,forged_word_damage,high,Botched replacement of ?forged?.,"15 |         staged_effect: WORTHd_staged_effect(),"
worth-signal,crates/worth-signal/tests/ui/committed_resource_completion_artifact_fields_are_private.stderr,8,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"16 |         lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/lowered_resource_policy_bundle_fields_are_private.rs,23,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = LoweredResourcePolicyBundle {
worth-signal,crates/worth-signal/tests/ui/lowered_resource_policy_bundle_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,23 |     let _WORTHd = LoweredResourcePolicyBundle {
worth-signal,crates/worth-signal/tests/ui/lowered_resource_policy_bundle_fields_are_private.stderr,34,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,23 -     let _WORTHd = LoweredResourcePolicyBundle {
worth-signal,crates/worth-signal/tests/ui/lowered_resource_policy_bundle_fields_are_private.stderr,48,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,23 +     let _WORTHd = LoweredResourcePolicyBundle::from_frozen_descriptors(_);
worth-signal,crates/worth-signal/tests/ui/observer_demand_resource_revalidation_proof_fields_are_private.rs,12,1,1,1,WORTHd,forged,forged_word_damage,high,Botched replacement of ?forged?.,"observation_digest: String::from(""WORTHd""),"
worth-signal,crates/worth-signal/tests/ui/observer_demand_resource_revalidation_proof_fields_are_private.stderr,12,1,1,1,WORTHd,forged,forged_word_damage,high,Botched replacement of ?forged?.,"12 |         observation_digest: String::from(""WORTHd""),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,6,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_handle() -> ResourceRequestHandle {
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,10,1,1,1,WORTHd_node,forged_node,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_node() -> ResourceNodeId {
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,14,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_transition() -> ResourceLifecycleTransition {
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,20,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"handle: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,21,1,1,1,WORTHd_node,forged_node,forged_word_damage,high,Botched replacement of ?forged?.,"node: WORTHd_node(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.rs,24,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,6,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"20 |         handle: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,8,1,1,1,WORTHd_node,forged_node,forged_word_damage,high,Botched replacement of ?forged?.,"21 |         node: WORTHd_node(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,14,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"24 |         lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,21,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"20 -         handle: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,22,1,1,1,WORTHd_node,forged_node,forged_word_damage,high,Botched replacement of ?forged?.,"21 -         node: WORTHd_node(),"
worth-signal,crates/worth-signal/tests/ui/rejected_resource_request_fields_are_private.stderr,25,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"24 -         lifecycle_transition: WORTHd_transition(),"
worth-signal,crates/worth-signal/tests/ui/resource_branch_restore_report_fields_are_private.rs,5,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_branch_restore_report_fields_are_private.rs,10,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceBranchRestoreReport {
worth-signal,crates/worth-signal/tests/ui/resource_branch_restore_report_fields_are_private.rs,14,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_branch_restore_report_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,10 |     let _WORTHd = ResourceBranchRestoreReport {
worth-signal,crates/worth-signal/tests/ui/resource_branch_restore_report_fields_are_private.stderr,12,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"14 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,7,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_cancelled() -> CancelledResourceRequest {
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,11,1,1,1,WORTHd_lifecycle,forged_lifecycle,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_lifecycle() -> ResourceLifecycleSummary {
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,15,1,1,1,WORTHd_propagation,forged_propagation,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_propagation() -> ResourceDependentCancellationPropagation {
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,19,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_transition() -> ResourceLifecycleTransition {
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,23,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,29,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,"cancelled_request: Some(WORTHd_cancelled()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,30,1,1,1,WORTHd_propagation,forged_propagation,forged_word_damage,high,Botched replacement of ?forged?.,"dependent_propagation: Some(WORTHd_propagation()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,32,1,1,1,WORTHd_lifecycle,forged_lifecycle,forged_word_damage,high,Botched replacement of ?forged?.,"lifecycle: Some(WORTHd_lifecycle()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,33,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"transition: Some(WORTHd_transition()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.rs,34,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.stderr,6,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,"29 |         cancelled_request: Some(WORTHd_cancelled()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.stderr,8,1,1,1,WORTHd_propagation,forged_propagation,forged_word_damage,high,Botched replacement of ?forged?.,"30 |         dependent_propagation: Some(WORTHd_propagation()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.stderr,12,1,1,1,WORTHd_lifecycle,forged_lifecycle,forged_word_damage,high,Botched replacement of ?forged?.,"32 |         lifecycle: Some(WORTHd_lifecycle()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.stderr,14,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,"33 |         transition: Some(WORTHd_transition()),"
worth-signal,crates/worth-signal/tests/ui/resource_cancellation_report_fields_are_private.stderr,16,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"34 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_fields_are_private.rs,5,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_fields_are_private.rs,10,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceCertificationRecord {
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_fields_are_private.rs,13,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,10 |     let _WORTHd = ResourceCertificationRecord {
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_fields_are_private.stderr,10,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"13 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_passing_is_private.rs,5,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_passing_is_private.rs,10,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceCertificationRecord::passing(
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_passing_is_private.rs,13,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_certification_record_passing_is_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,10 |       let _WORTHd = ResourceCertificationRecord::passing(
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,6,1,1,1,WORTHd_admitted,forged_admitted,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_admitted() -> AdmittedResourceCompletion {
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,10,1,1,1,WORTHd_denied,forged_denied,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_denied() -> DeniedResourceCompletion {
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,14,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,20,1,1,1,WORTHd_admitted,forged_admitted,forged_word_damage,high,Botched replacement of ?forged?.,"admitted_completion: Some(WORTHd_admitted()),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,21,1,1,1,WORTHd_denied,forged_denied,forged_word_damage,high,Botched replacement of ?forged?.,"denied_completion: Some(WORTHd_denied()),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.rs,22,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.stderr,6,1,1,1,WORTHd_admitted,forged_admitted,forged_word_damage,high,Botched replacement of ?forged?.,"20 |         admitted_completion: Some(WORTHd_admitted()),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.stderr,8,1,1,1,WORTHd_denied,forged_denied,forged_word_damage,high,Botched replacement of ?forged?.,"21 |         denied_completion: Some(WORTHd_denied()),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_admission_report_fields_are_private.stderr,10,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"22 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_batch_admission_report_fields_are_private.rs,5,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_completion_batch_admission_report_fields_are_private.rs,10,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceCompletionBatchAdmissionReport {
worth-signal,crates/worth-signal/tests/ui/resource_completion_batch_admission_report_fields_are_private.rs,16,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_completion_batch_admission_report_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,10 |     let _WORTHd = ResourceCompletionBatchAdmissionReport {
worth-signal,crates/worth-signal/tests/ui/resource_completion_batch_admission_report_fields_are_private.stderr,16,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"16 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.rs,3,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_cancelled() -> CancelledResourceRequest {
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.rs,7,1,1,1,WORTHd_parent,forged_parent,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_parent() -> worth_signal::facade::ResourceRequestHandle {
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.rs,13,1,1,1,WORTHd_parent,forged_parent,forged_word_damage,high,Botched replacement of ?forged?.,"parent: WORTHd_parent(),"
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.rs,14,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,"cancelled_dependents: vec![WORTHd_cancelled()],"
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.stderr,6,1,1,1,WORTHd_parent,forged_parent,forged_word_damage,high,Botched replacement of ?forged?.,"13 |         parent: WORTHd_parent(),"
worth-signal,crates/worth-signal/tests/ui/resource_dependent_cancellation_propagation_fields_are_private.stderr,8,1,1,1,WORTHd_cancelled,forged_cancelled,forged_word_damage,high,Botched replacement of ?forged?.,"14 |         cancelled_dependents: vec![WORTHd_cancelled()],"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.rs,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceDiagnosticsExpansionBudget {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 |     let _WORTHd = ResourceDiagnosticsExpansionBudget {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,14,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 -     let _WORTHd = ResourceDiagnosticsExpansionBudget {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,18,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 +     let _WORTHd = ResourceDiagnosticsExpansionBudget::retained_summary_only();
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,20,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 -     let _WORTHd = ResourceDiagnosticsExpansionBudget {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,24,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 +     let _WORTHd = ResourceDiagnosticsExpansionBudget::allow_cold_reconstruction(_);
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,26,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,4 -     let _WORTHd = ResourceDiagnosticsExpansionBudget {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_budget_fields_are_private.stderr,30,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,"4 +     let _WORTHd = ResourceDiagnosticsExpansionBudget::allow_cold_reconstruction_with_forensic_budget(_, _);"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.rs,6,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.rs,11,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceDiagnosticsExpansionDenial {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.rs,15,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,11 |     let _WORTHd = ResourceDiagnosticsExpansionDenial {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.stderr,12,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"15 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.stderr,18,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,11 -     let _WORTHd = ResourceDiagnosticsExpansionDenial {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.stderr,22,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"15 -         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_expansion_denial_fields_are_private.stderr,24,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,"11 +     let _WORTHd = ResourceDiagnosticsExpansionDenial::new(_, _, _, _, _, _, _);"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.rs,6,1,1,1,WORTHd_replay,forged_replay,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_replay() -> ResourceReplayReconstructionReport {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.rs,10,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_performance() -> ResourceBoundaryPerformanceEnvelope {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.rs,15,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,let _WORTHd = ResourceDiagnosticsSummary {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.rs,19,1,1,1,WORTHd_replay,forged_replay,forged_word_damage,high,Botched replacement of ?forged?.,"replay_reconstruction: WORTHd_replay(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.rs,21,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,4,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,15 |     let _WORTHd = ResourceDiagnosticsSummary {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,12,1,1,1,WORTHd_replay,forged_replay,forged_word_damage,high,Botched replacement of ?forged?.,"19 |         replay_reconstruction: WORTHd_replay(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,16,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"21 |         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,24,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,15 -     let _WORTHd = ResourceDiagnosticsSummary {
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,28,1,1,1,WORTHd_replay,forged_replay,forged_word_damage,high,Botched replacement of ?forged?.,"19 -         replay_reconstruction: WORTHd_replay(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,30,1,1,1,WORTHd_performance,forged_performance,forged_word_damage,high,Botched replacement of ?forged?.,"21 -         performance: WORTHd_performance(),"
worth-signal,crates/worth-signal/tests/ui/resource_diagnostics_summary_fields_are_private.stderr,33,1,1,1,_WORTHd,_forged,forged_word_damage,high,Botched replacement of ?forged?.,"15 +     let _WORTHd = ResourceDiagnosticsSummary::new(_, _, _, _, _, _, _);"
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,7,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_handle() -> ResourceRequestHandle {
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,11,1,1,1,WORTHd_request,forged_request,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_request() -> AdmittedResourceRequest {
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,15,1,1,1,WORTHd_transition,forged_transition,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_transition() -> ResourceLifecycleTransition {
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,19,1,1,1,WORTHd_intent_digest,forged_intent_digest,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_intent_digest() -> ResourceRequestIntentDigest {
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,23,1,1,1,WORTHd_policy_digest,forged_policy_digest,forged_word_damage,high,Botched replacement of ?forged?.,fn WORTHd_policy_digest() -> ResourcePolicyDigest {
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,30,1,1,1,WORTHd_handle,forged_handle,forged_word_damage,high,Botched replacement of ?forged?.,"winner: WORTHd_handle(),"
worth-signal,crates/worth-signal/tests/ui/resource_intent_equivalence_coalescing_fields_are_private.rs,31,1,1,1,WORTHd_request,forged_request,forged_word_damage,high,Botched replacement of ?forged?.,"coalesced_request: WORTHd_request(),"
